Candidate_ID,Resume_Text,Skills,Education,Experience_Years,Job_ID,Job_Title,Required_Skills,Job_Fit_Score,Outcome
Candidate_131,"Experienced professional skilled in SQL, Leadership, Python.","SQL, Leadership, Python",MBA,8,Job_300,Backend Developer,"Project Management, Communication, Leadership, Scrum, Agile",0.44,Rejected
Candidate_847,"Experienced professional skilled in Scrum, Agile, Node.js, C++, Project Management.","Scrum, Agile, Node.js, C++, Project Management",M.Tech,10,Job_248,Software Engineer,"Python, Communication",0.4,Rejected
Candidate_128,"Experienced professional skilled in Scrum, Project Management, Leadership, Agile, Deep Learning.","Scrum, Project Management, Leadership, Agile, Deep Learning",MBA,1,Job_5,Machine Learning Engineer,"C++, Java, Communication, Scrum",0.19,Rejected
Candidate_954,"Experienced professional skilled in Communication, SQL, Deep Learning.","Communication, SQL, Deep Learning",B.Sc,12,Job_309,Data Scientist,"Machine Learning, Scrum",0.4,Rejected
Candidate_945,"Experienced professional skilled in Python, Java, Node.js, Deep Learning, Communication, Leadership.","Python, Java, Node.js, Deep Learning, Communication, Leadership",MBA,2,Job_292,Software Engineer,"Node.js, Leadership, React, Agile, Python",0.44,Rejected
Candidate_291,"Experienced professional skilled in Python, Leadership, Scrum, Deep Learning.","Python, Leadership, Scrum, Deep Learning",M.Sc,1,Job_412,Machine Learning Engineer,"Machine Learning, Node.js, Agile",0.04,Rejected
Candidate_846,"Experienced professional skilled in Agile, SQL, Leadership, Node.js.","Agile, SQL, Leadership, Node.js",MBA,9,Job_410,Software Engineer,"Project Management, C++, Scrum, React",0.36,Rejected
Candidate_891,"Experienced professional skilled in Node.js, SQL, Project Management, Deep Learning, Machine Learning.","Node.js, SQL, Project Management, Deep Learning, Machine Learning",M.Sc,2,Job_37,Backend Developer,"Machine Learning, SQL, Python",0.48,Rejected
Candidate_428,"Experienced professional skilled in Agile, Machine Learning, Communication, Java, Node.js.","Agile, Machine Learning, Communication, Java, Node.js",M.Tech,3,Job_249,Machine Learning Engineer,"Deep Learning, Communication, Leadership, C++",0.27,Rejected
Candidate_602,"Experienced professional skilled in Project Management, Node.js, Scrum, React.","Project Management, Node.js, Scrum, React",M.Sc,15,Job_429,Machine Learning Engineer,"C++, Agile, Project Management, Scrum",0.7,Shortlisted
Candidate_434,"Experienced professional skilled in Python, Communication, Node.js, SQL.","Python, Communication, Node.js, SQL",B.Sc,7,Job_44,Data Scientist,"Node.js, Communication, Deep Learning, C++, React",0.52,Shortlisted
Candidate_299,"Experienced professional skilled in Python, React, Scrum, Node.js, Communication, SQL.","Python, React, Scrum, Node.js, Communication, SQL",B.Sc,7,Job_78,Machine Learning Engineer,"Deep Learning, Scrum",0.58,Shortlisted
Candidate_209,"Experienced professional skilled in Leadership, Communication, Scrum, Java, Python, Project Management.","Leadership, Communication, Scrum, Java, Python, Project Management",B.Sc,6,Job_445,Project Manager,"Agile, C++, Project Management, Node.js",0.39,Rejected
Candidate_117,"Experienced professional skilled in Node.js, React, Deep Learning, Scrum, C++.","Node.js, React, Deep Learning, Scrum, C++",B.Tech,3,Job_482,Backend Developer,"SQL, C++, Project Management, Scrum",0.42,Rejected
Candidate_898,"Experienced professional skilled in Agile, Node.js, Communication, Scrum.","Agile, Node.js, Communication, Scrum",B.Tech,3,Job_331,Project Manager,"Project Management, Agile, SQL, Scrum",0.42,Rejected
Candidate_366,"Experienced professional skilled in Leadership, Scrum, C++.","Leadership, Scrum, C++",MBA,2,Job_399,Software Engineer,"Machine Learning, Agile, Leadership, Project Management, Python",0.2,Rejected
Candidate_35,"Experienced professional skilled in Leadership, Scrum, Deep Learning, Project Management.","Leadership, Scrum, Deep Learning, Project Management",MBA,3,Job_125,Machine Learning Engineer,"Machine Learning, Communication, SQL, Scrum",0.27,Rejected
Candidate_209,"Experienced professional skilled in Deep Learning, Python, SQL.","Deep Learning, Python, SQL",M.Tech,2,Job_257,Frontend Developer,"Machine Learning, SQL, Java",0.28,Rejected
Candidate_512,"Experienced professional skilled in Agile, Node.js, Communication, C++, Deep Learning, Machine Learning.","Agile, Node.js, Communication, C++, Deep Learning, Machine Learning",MBA,9,Job_83,Data Scientist,"Node.js, Deep Learning, Agile, Leadership",0.81,Hired
Candidate_18,"Experienced professional skilled in C++, Project Management, SQL, Java, Python.","C++, Project Management, SQL, Java, Python",M.Tech,5,Job_183,Backend Developer,"React, Communication, Leadership",0.2,Rejected
Candidate_609,"Experienced professional skilled in Agile, Scrum, Communication, Deep Learning.","Agile, Scrum, Communication, Deep Learning",B.Tech,10,Job_355,Backend Developer,"Machine Learning, React, SQL, Scrum, Node.js",0.52,Shortlisted
Candidate_975,"Experienced professional skilled in SQL, Communication, Java.","SQL, Communication, Java",M.Tech,4,Job_431,Frontend Developer,"Deep Learning, Project Management",0.16,Rejected
Candidate_475,"Experienced professional skilled in Leadership, Python, Project Management.","Leadership, Python, Project Management",B.Sc,7,Job_123,Project Manager,"Leadership, C++, React",0.48,Rejected
Candidate_642,"Experienced professional skilled in Machine Learning, Node.js, C++, Leadership.","Machine Learning, Node.js, C++, Leadership",B.Sc,9,Job_112,Backend Developer,"C++, Communication",0.66,Shortlisted
Candidate_411,"Experienced professional skilled in Deep Learning, Node.js, Project Management, Agile, C++.","Deep Learning, Node.js, Project Management, Agile, C++",M.Tech,8,Job_368,Machine Learning Engineer,"Java, SQL, Deep Learning, React",0.47,Rejected
Candidate_923,"Experienced professional skilled in Communication, C++, Scrum, Leadership, Python.","Communication, C++, Scrum, Leadership, Python",MBA,1,Job_387,Project Manager,"Java, Node.js",0.04,Rejected
Candidate_198,"Experienced professional skilled in Leadership, Java, Machine Learning, Communication.","Leadership, Java, Machine Learning, Communication",M.Sc,1,Job_152,Project Manager,"SQL, Agile, Java, C++",0.19,Rejected
Candidate_20,"Experienced professional skilled in Communication, Project Management, Deep Learning.","Communication, Project Management, Deep Learning",MBA,13,Job_167,Machine Learning Engineer,"React, C++, Leadership",0.4,Rejected
Candidate_727,"Experienced professional skilled in Deep Learning, Communication, Machine Learning, Node.js, React.","Deep Learning, Communication, Machine Learning, Node.js, React",B.Tech,11,Job_57,Machine Learning Engineer,"Python, Scrum, Node.js, Machine Learning",0.7,Shortlisted
Candidate_377,"Experienced professional skilled in Node.js, Communication, React, Deep Learning, Python, Project Management.","Node.js, Communication, React, Deep Learning, Python, Project Management",B.Tech,1,Job_434,Software Engineer,"Deep Learning, Leadership, Project Management",0.44,Rejected
Candidate_974,"Experienced professional skilled in Leadership, Java, Scrum, Python, Project Management, Communication.","Leadership, Java, Scrum, Python, Project Management, Communication",B.Sc,14,Job_237,Frontend Developer,"Project Management, Agile, C++",0.6,Shortlisted
Candidate_758,"Experienced professional skilled in Deep Learning, React, SQL.","Deep Learning, React, SQL",MBA,6,Job_360,Project Manager,"Scrum, Project Management, Java",0.24,Rejected
Candidate_440,"Experienced professional skilled in Deep Learning, Machine Learning, Leadership, React, Agile, Java.","Deep Learning, Machine Learning, Leadership, React, Agile, Java",M.Tech,13,Job_415,Software Engineer,"Leadership, Scrum, Deep Learning",0.8,Hired
Candidate_614,"Experienced professional skilled in React, Agile, Python, Deep Learning, Communication, SQL.","React, Agile, Python, Deep Learning, Communication, SQL",B.Tech,2,Job_270,Backend Developer,"Python, Java, Project Management, SQL",0.38,Rejected
Candidate_559,"Experienced professional skilled in C++, Leadership, Deep Learning, React.","C++, Leadership, Deep Learning, React",MBA,1,Job_452,Project Manager,"React, Scrum, Communication, Agile, Python",0.16,Rejected
Candidate_151,"Experienced professional skilled in Leadership, SQL, Java, Project Management, Python.","Leadership, SQL, Java, Project Management, Python",M.Tech,15,Job_124,Software Engineer,"Java, Leadership, Scrum, SQL",0.85,Hired
Candidate_155,"Experienced professional skilled in Machine Learning, Communication, Project Management, SQL, Java, Scrum.","Machine Learning, Communication, Project Management, SQL, Java, Scrum",MBA,15,Job_196,Project Manager,"Node.js, Deep Learning, Project Management, Agile, SQL",0.64,Shortlisted
Candidate_638,"Experienced professional skilled in Python, Communication, Agile, Machine Learning, Project Management, Java.","Python, Communication, Agile, Machine Learning, Project Management, Java",B.Tech,6,Job_413,Project Manager,"React, Machine Learning, Leadership",0.44,Rejected
Candidate_207,"Experienced professional skilled in Scrum, Machine Learning, Project Management.","Scrum, Machine Learning, Project Management",MBA,8,Job_248,Data Scientist,"Java, Python, Leadership, Communication, Machine Learning",0.44,Rejected
Candidate_204,"Experienced professional skilled in Scrum, Python, C++.","Scrum, Python, C++",B.Tech,5,Job_371,Data Scientist,"Agile, Leadership, C++, Communication",0.35,Rejected
Candidate_138,"Experienced professional skilled in Python, C++, React, Scrum.","Python, C++, React, Scrum",MBA,8,Job_102,Project Manager,"Communication, Node.js",0.32,Rejected
Candidate_37,"Experienced professional skilled in SQL, Scrum, Agile, React, Leadership, Communication.","SQL, Scrum, Agile, React, Leadership, Communication",B.Sc,2,Job_494,Backend Developer,"Project Management, C++",0.08,Rejected
Candidate_36,"Experienced professional skilled in Deep Learning, React, Scrum, Agile.","Deep Learning, React, Scrum, Agile",B.Sc,11,Job_369,Frontend Developer,"C++, Machine Learning, SQL, Agile",0.55,Shortlisted
Candidate_560,"Experienced professional skilled in Project Management, SQL, Node.js, Java.","Project Management, SQL, Node.js, Java",B.Sc,9,Job_28,Machine Learning Engineer,"Machine Learning, C++, Python, Deep Learning",0.36,Rejected
Candidate_299,"Experienced professional skilled in Agile, Scrum, Communication, Project Management.","Agile, Scrum, Communication, Project Management",M.Tech,14,Job_3,Data Scientist,"React, Leadership, Java, Node.js, Communication",0.52,Shortlisted
Candidate_418,"Experienced professional skilled in Python, Project Management, Java, Scrum, React.","Python, Project Management, Java, Scrum, React",M.Tech,3,Job_28,Frontend Developer,"Scrum, C++, Leadership, Agile",0.27,Rejected
Candidate_33,"Experienced professional skilled in C++, Node.js, Agile, Java.","C++, Node.js, Agile, Java",B.Sc,4,Job_164,Project Manager,"React, Node.js, C++",0.56,Shortlisted
Candidate_628,"Experienced professional skilled in Agile, Machine Learning, C++, Deep Learning.","Agile, Machine Learning, C++, Deep Learning",B.Sc,7,Job_481,Project Manager,"Java, Project Management, SQL, Python",0.28,Rejected
Candidate_419,"Experienced professional skilled in Communication, SQL, Project Management, Node.js.","Communication, SQL, Project Management, Node.js",B.Tech,13,Job_445,Software Engineer,"React, Communication, Python, Agile, Leadership",0.52,Shortlisted
Candidate_255,"Experienced professional skilled in Project Management, Scrum, Java, Communication, Leadership.","Project Management, Scrum, Java, Communication, Leadership",MBA,9,Job_312,Data Scientist,"C++, Project Management, Python",0.56,Shortlisted
Candidate_648,"Experienced professional skilled in Scrum, Deep Learning, Leadership, Node.js.","Scrum, Deep Learning, Leadership, Node.js",B.Tech,3,Job_418,Machine Learning Engineer,"Python, Agile, Project Management",0.12,Rejected
Candidate_522,"Experienced professional skilled in SQL, Communication, Scrum, C++, Python.","SQL, Communication, Scrum, C++, Python",MBA,8,Job_331,Project Manager,"Scrum, SQL, Node.js",0.72,Shortlisted
Candidate_684,"Experienced professional skilled in Project Management, Machine Learning, Deep Learning, SQL, Java.","Project Management, Machine Learning, Deep Learning, SQL, Java",M.Tech,1,Job_482,Machine Learning Engineer,"Project Management, Node.js",0.34,Rejected
Candidate_422,"Experienced professional skilled in C++, Node.js, Java.","C++, Node.js, Java",MBA,1,Job_260,Frontend Developer,"Deep Learning, Scrum, Communication, Node.js, Python",0.16,Rejected
Candidate_207,"Experienced professional skilled in Agile, Leadership, SQL, Python.","Agile, Leadership, SQL, Python",B.Sc,14,Job_390,Project Manager,"SQL, React",0.7,Shortlisted
Candidate_402,"Experienced professional skilled in Project Management, Communication, Scrum, Leadership, Java.","Project Management, Communication, Scrum, Leadership, Java",B.Tech,8,Job_189,Software Engineer,"Deep Learning, Scrum, SQL, Project Management, Communication",0.68,Shortlisted
Candidate_342,"Experienced professional skilled in Communication, SQL, Machine Learning, C++.","Communication, SQL, Machine Learning, C++",B.Tech,9,Job_31,Frontend Developer,"Python, SQL",0.66,Shortlisted
Candidate_563,"Experienced professional skilled in Java, Communication, Machine Learning, SQL, Node.js.","Java, Communication, Machine Learning, SQL, Node.js",B.Sc,1,Job_385,Data Scientist,"C++, Leadership, Java, Project Management",0.19,Rejected
Candidate_841,"Experienced professional skilled in Project Management, SQL, React, C++, Scrum, Deep Learning.","Project Management, SQL, React, C++, Scrum, Deep Learning",M.Sc,15,Job_494,Backend Developer,"Machine Learning, Leadership, SQL",0.6,Shortlisted
Candidate_170,"Experienced professional skilled in Agile, Java, Machine Learning.","Agile, Java, Machine Learning",MBA,1,Job_411,Software Engineer,"Deep Learning, Communication",0.04,Rejected
Candidate_614,"Experienced professional skilled in Deep Learning, Communication, React.","Deep Learning, Communication, React",M.Tech,13,Job_367,Software Engineer,"Java, Project Management, Python, Agile",0.4,Rejected
Candidate_458,"Experienced professional skilled in Scrum, Machine Learning, Java.","Scrum, Machine Learning, Java",M.Sc,9,Job_135,Backend Developer,"Leadership, C++, Java",0.56,Shortlisted
Candidate_212,"Experienced professional skilled in C++, React, Project Management, SQL.","C++, React, Project Management, SQL",M.Tech,1,Job_427,Software Engineer,"Machine Learning, Java, Agile",0.04,Rejected
Candidate_554,"Experienced professional skilled in Project Management, Python, C++, Java.","Project Management, Python, C++, Java",B.Sc,12,Job_8,Data Scientist,"C++, Project Management, Java, Communication",0.85,Hired
Candidate_2,"Experienced professional skilled in Deep Learning, Java, Python, Node.js.","Deep Learning, Java, Python, Node.js",M.Sc,10,Job_249,Machine Learning Engineer,"Deep Learning, Java, Communication, Python, C++",0.76,Hired
Candidate_195,"Experienced professional skilled in Java, Leadership, Node.js.","Java, Leadership, Node.js",M.Tech,12,Job_52,Backend Developer,"Node.js, Agile, C++, Project Management, Scrum",0.52,Shortlisted
Candidate_658,"Experienced professional skilled in Java, Node.js, Leadership, Communication.","Java, Node.js, Leadership, Communication",M.Sc,7,Job_215,Project Manager,"Leadership, Communication, Node.js",0.88,Hired
Candidate_172,"Experienced professional skilled in Deep Learning, Project Management, Machine Learning, Python, React, Java.","Deep Learning, Project Management, Machine Learning, Python, React, Java",M.Tech,3,Job_372,Backend Developer,"React, SQL, Node.js",0.32,Rejected
Candidate_15,"Experienced professional skilled in C++, Scrum, Project Management, Machine Learning.","C++, Scrum, Project Management, Machine Learning",B.Sc,4,Job_24,Machine Learning Engineer,"Project Management, Machine Learning, Python, Node.js, Leadership",0.4,Rejected
Candidate_877,"Experienced professional skilled in Python, Project Management, Agile, Leadership, Communication, C++.","Python, Project Management, Agile, Leadership, Communication, C++",MBA,3,Job_194,Machine Learning Engineer,"Leadership, Node.js, C++, Machine Learning, SQL",0.36,Rejected
Candidate_713,"Experienced professional skilled in C++, Agile, Machine Learning, Project Management.","C++, Agile, Machine Learning, Project Management",M.Sc,7,Job_127,Project Manager,"Project Management, Machine Learning, SQL",0.68,Shortlisted
Candidate_179,"Experienced professional skilled in SQL, Node.js, React, C++, Machine Learning, Deep Learning.","SQL, Node.js, React, C++, Machine Learning, Deep Learning",MBA,15,Job_150,Backend Developer,"Communication, Node.js, C++",0.8,Hired
Candidate_172,"Experienced professional skilled in Scrum, React, Communication, C++, Python, Deep Learning.","Scrum, React, Communication, C++, Python, Deep Learning",MBA,2,Job_470,Frontend Developer,"Communication, Machine Learning",0.38,Rejected
Candidate_838,"Experienced professional skilled in Agile, Python, Deep Learning, Scrum, C++.","Agile, Python, Deep Learning, Scrum, C++",B.Sc,10,Job_292,Data Scientist,"Leadership, SQL, Agile, React, Deep Learning",0.64,Shortlisted
Candidate_361,"Experienced professional skilled in Communication, Deep Learning, SQL, Scrum, Java.","Communication, Deep Learning, SQL, Scrum, Java",M.Sc,15,Job_480,Machine Learning Engineer,"Machine Learning, React, C++, SQL, Java",0.64,Shortlisted
Candidate_628,"Experienced professional skilled in React, Machine Learning, SQL, Python.","React, Machine Learning, SQL, Python",MBA,14,Job_91,Frontend Developer,"Project Management, Scrum, Node.js, Leadership",0.4,Rejected
Candidate_871,"Experienced professional skilled in Communication, React, Node.js, Scrum.","Communication, React, Node.js, Scrum",M.Sc,7,Job_54,Data Scientist,"C++, Agile, Leadership, Python, Machine Learning",0.28,Rejected
Candidate_981,"Experienced professional skilled in Project Management, Node.js, SQL, Machine Learning.","Project Management, Node.js, SQL, Machine Learning",M.Sc,13,Job_17,Backend Developer,"SQL, Deep Learning, Node.js, Project Management",0.85,Hired
Candidate_161,"Experienced professional skilled in Leadership, Communication, React, Node.js.","Leadership, Communication, React, Node.js",B.Sc,10,Job_210,Project Manager,"Agile, Project Management",0.4,Rejected
Candidate_579,"Experienced professional skilled in Machine Learning, Leadership, Project Management, C++, Node.js, Deep Learning.","Machine Learning, Leadership, Project Management, C++, Node.js, Deep Learning",M.Tech,5,Job_147,Frontend Developer,"SQL, Python, Java, Leadership",0.35,Rejected
Candidate_836,"Experienced professional skilled in React, Deep Learning, Java, Python, Agile, Scrum.","React, Deep Learning, Java, Python, Agile, Scrum",B.Sc,15,Job_102,Data Scientist,"Java, Communication",0.7,Shortlisted
Candidate_513,"Experienced professional skilled in C++, Machine Learning, Leadership, Node.js.","C++, Machine Learning, Leadership, Node.js",B.Sc,1,Job_19,Data Scientist,"Node.js, Scrum, SQL, Communication, Project Management",0.16,Rejected
Candidate_351,"Experienced professional skilled in Python, C++, Scrum, Leadership, Deep Learning.","Python, C++, Scrum, Leadership, Deep Learning",MBA,6,Job_415,Data Scientist,"Agile, SQL, Python",0.44,Rejected
Candidate_725,"Experienced professional skilled in Communication, C++, Agile, SQL, React.","Communication, C++, Agile, SQL, React",MBA,7,Job_277,Software Engineer,"Scrum, Node.js",0.28,Rejected
Candidate_908,"Experienced professional skilled in Machine Learning, Agile, C++, React, Scrum, Leadership.","Machine Learning, Agile, C++, React, Scrum, Leadership",M.Sc,5,Job_151,Software Engineer,"Agile, Node.js, Java, Leadership",0.5,Shortlisted
Candidate_26,"Experienced professional skilled in Leadership, Node.js, SQL.","Leadership, Node.js, SQL",M.Sc,7,Job_388,Software Engineer,"Node.js, Deep Learning, Project Management, Agile, Java",0.4,Rejected
Candidate_553,"Experienced professional skilled in Scrum, React, Communication, Java, SQL.","Scrum, React, Communication, Java, SQL",B.Sc,7,Job_47,Data Scientist,"Leadership, Agile, Scrum",0.48,Rejected
Candidate_427,"Experienced professional skilled in Python, Java, Leadership.","Python, Java, Leadership",B.Sc,2,Job_425,Machine Learning Engineer,"React, Project Management",0.08,Rejected
Candidate_472,"Experienced professional skilled in Agile, Communication, React, Machine Learning, Deep Learning, SQL.","Agile, Communication, React, Machine Learning, Deep Learning, SQL",M.Tech,14,Job_398,Frontend Developer,"Deep Learning, Agile, Scrum, Node.js, C++",0.64,Shortlisted
Candidate_509,"Experienced professional skilled in C++, Machine Learning, React.","C++, Machine Learning, React",MBA,11,Job_330,Software Engineer,"Machine Learning, React, Agile",0.8,Hired
Candidate_736,"Experienced professional skilled in Scrum, Project Management, Leadership, Deep Learning, Communication.","Scrum, Project Management, Leadership, Deep Learning, Communication",MBA,15,Job_233,Project Manager,"Scrum, Deep Learning, Leadership",1.0,Hired
Candidate_830,"Experienced professional skilled in Python, Deep Learning, Machine Learning, React.","Python, Deep Learning, Machine Learning, React",MBA,10,Job_310,Software Engineer,"Deep Learning, React, Project Management",0.8,Hired
Candidate_548,"Experienced professional skilled in Communication, Deep Learning, React.","Communication, Deep Learning, React",M.Tech,10,Job_133,Machine Learning Engineer,"Leadership, C++, Deep Learning, Scrum",0.55,Shortlisted
Candidate_680,"Experienced professional skilled in Java, React, Leadership, Deep Learning, Machine Learning.","Java, React, Leadership, Deep Learning, Machine Learning",B.Sc,10,Job_51,Frontend Developer,"Java, Deep Learning, Node.js",0.8,Hired
Candidate_940,"Experienced professional skilled in Machine Learning, React, Leadership, Communication.","Machine Learning, React, Leadership, Communication",M.Sc,2,Job_228,Data Scientist,"C++, React, Deep Learning, Leadership",0.38,Rejected
Candidate_12,"Experienced professional skilled in Leadership, Communication, Python.","Leadership, Communication, Python",MBA,7,Job_224,Data Scientist,"Communication, Python",0.88,Hired
Candidate_298,"Experienced professional skilled in SQL, Communication, Scrum.","SQL, Communication, Scrum",B.Tech,3,Job_65,Software Engineer,"Communication, Node.js",0.42,Rejected
Candidate_595,"Experienced professional skilled in Machine Learning, Agile, SQL, Scrum.","Machine Learning, Agile, SQL, Scrum",B.Tech,2,Job_203,Backend Developer,"Agile, Scrum, Node.js, Deep Learning, React",0.32,Rejected
Candidate_471,"Experienced professional skilled in Leadership, React, Deep Learning.","Leadership, React, Deep Learning",M.Sc,10,Job_230,Frontend Developer,"Java, SQL, Communication",0.4,Rejected
Candidate_986,"Experienced professional skilled in Node.js, Machine Learning, Project Management.","Node.js, Machine Learning, Project Management",B.Sc,14,Job_432,Project Manager,"Java, Scrum, Node.js, Leadership",0.55,Shortlisted
Candidate_750,"Experienced professional skilled in SQL, Deep Learning, Agile.","SQL, Deep Learning, Agile",MBA,8,Job_425,Machine Learning Engineer,"Python, Machine Learning, React",0.32,Rejected
Candidate_542,"Experienced professional skilled in React, Agile, Deep Learning, Scrum, C++, Java.","React, Agile, Deep Learning, Scrum, C++, Java",M.Sc,5,Job_264,Software Engineer,"Agile, Scrum, Machine Learning, Project Management",0.5,Shortlisted
Candidate_289,"Experienced professional skilled in Scrum, C++, Python, Machine Learning, Project Management, Deep Learning.","Scrum, C++, Python, Machine Learning, Project Management, Deep Learning",M.Tech,5,Job_312,Data Scientist,"React, C++, SQL",0.4,Rejected
Candidate_969,"Experienced professional skilled in Scrum, Python, React, Machine Learning.","Scrum, Python, React, Machine Learning",MBA,5,Job_182,Frontend Developer,"Deep Learning, Node.js",0.2,Rejected
Candidate_190,"Experienced professional skilled in Scrum, Node.js, Leadership, Communication.","Scrum, Node.js, Leadership, Communication",B.Tech,10,Job_281,Software Engineer,"Node.js, SQL, Leadership, Project Management, Agile",0.64,Shortlisted
Candidate_918,"Experienced professional skilled in C++, React, Agile, Python, Leadership, Node.js.","C++, React, Agile, Python, Leadership, Node.js",B.Tech,3,Job_51,Project Manager,"Java, Project Management, Python, Agile, Communication",0.36,Rejected
Candidate_757,"Experienced professional skilled in SQL, Deep Learning, Java, React, Scrum.","SQL, Deep Learning, Java, React, Scrum",M.Tech,9,Job_366,Frontend Developer,"Python, Java",0.66,Shortlisted
Candidate_887,"Experienced professional skilled in Project Management, Leadership, Node.js, C++, Communication.","Project Management, Leadership, Node.js, C++, Communication",M.Tech,4,Job_189,Backend Developer,"Java, Agile, SQL, Communication",0.31,Rejected
Candidate_760,"Experienced professional skilled in Leadership, C++, Scrum, React, Machine Learning, Node.js.","Leadership, C++, Scrum, React, Machine Learning, Node.js",B.Sc,11,Job_11,Data Scientist,"Communication, Agile, Deep Learning, SQL, React",0.52,Shortlisted
Candidate_472,"Experienced professional skilled in SQL, Scrum, C++.","SQL, Scrum, C++",B.Tech,6,Job_231,Project Manager,"Communication, React, SQL",0.44,Rejected
Candidate_577,"Experienced professional skilled in SQL, Project Management, Scrum, C++.","SQL, Project Management, Scrum, C++",MBA,6,Job_101,Software Engineer,"Java, SQL, Deep Learning, Project Management, C++",0.6,Shortlisted
Candidate_807,"Experienced professional skilled in SQL, Node.js, Java, Scrum, Python.","SQL, Node.js, Java, Scrum, Python",MBA,4,Job_403,Data Scientist,"Project Management, Machine Learning, Python",0.36,Rejected
Candidate_360,"Experienced professional skilled in Python, Leadership, Java, Scrum.","Python, Leadership, Java, Scrum",B.Sc,8,Job_242,Data Scientist,"Deep Learning, React, Java, Communication",0.47,Rejected
Candidate_450,"Experienced professional skilled in Node.js, Machine Learning, Leadership.","Node.js, Machine Learning, Leadership",M.Tech,14,Job_428,Frontend Developer,"Java, SQL",0.4,Rejected
Candidate_529,"Experienced professional skilled in Leadership, Node.js, SQL, React, Machine Learning.","Leadership, Node.js, SQL, React, Machine Learning",B.Tech,11,Job_354,Project Manager,"C++, Leadership, Communication, Python, Node.js",0.64,Shortlisted
Candidate_502,"Experienced professional skilled in Java, SQL, Scrum, C++, Leadership.","Java, SQL, Scrum, C++, Leadership",M.Sc,13,Job_467,Project Manager,"SQL, Python, Leadership, Project Management, Node.js",0.64,Shortlisted
Candidate_697,"Experienced professional skilled in Project Management, Node.js, Scrum, Java, Agile.","Project Management, Node.js, Scrum, Java, Agile",M.Sc,8,Job_260,Project Manager,"Leadership, Node.js, C++",0.52,Shortlisted
Candidate_85,"Experienced professional skilled in SQL, Deep Learning, Machine Learning, Communication, Node.js, Project Management.","SQL, Deep Learning, Machine Learning, Communication, Node.js, Project Management",MBA,10,Job_44,Machine Learning Engineer,"Scrum, Machine Learning",0.7,Shortlisted
Candidate_942,"Experienced professional skilled in Machine Learning, Scrum, SQL, Python.","Machine Learning, Scrum, SQL, Python",B.Sc,12,Job_157,Frontend Developer,"C++, Deep Learning",0.4,Rejected
Candidate_659,"Experienced professional skilled in Scrum, SQL, Java, Machine Learning, Node.js, Agile.","Scrum, SQL, Java, Machine Learning, Node.js, Agile",B.Tech,14,Job_371,Backend Developer,"Communication, SQL, React, Node.js",0.7,Shortlisted
Candidate_747,"Experienced professional skilled in Deep Learning, SQL, Scrum, Machine Learning, React.","Deep Learning, SQL, Scrum, Machine Learning, React",B.Tech,4,Job_57,Frontend Developer,"C++, Leadership, Node.js, Python",0.16,Rejected
Candidate_291,"Experienced professional skilled in Scrum, React, Agile.","Scrum, React, Agile",M.Sc,9,Job_78,Project Manager,"Communication, Project Management, C++, React",0.51,Shortlisted
Candidate_210,"Experienced professional skilled in Agile, Python, Communication, Deep Learning, Scrum.","Agile, Python, Communication, Deep Learning, Scrum",B.Tech,3,Job_371,Software Engineer,"SQL, Machine Learning",0.12,Rejected
Candidate_453,"Experienced professional skilled in Deep Learning, Communication, SQL, Agile, Leadership, Project Management.","Deep Learning, Communication, SQL, Agile, Leadership, Project Management",M.Sc,4,Job_8,Data Scientist,"C++, Machine Learning, Project Management, Deep Learning, Communication",0.52,Shortlisted
Candidate_992,"Experienced professional skilled in Python, Agile, Java.","Python, Agile, Java",M.Tech,13,Job_372,Machine Learning Engineer,"Communication, Python, Leadership",0.6,Shortlisted
Candidate_258,"Experienced professional skilled in Project Management, SQL, Communication, Agile, Deep Learning.","Project Management, SQL, Communication, Agile, Deep Learning",B.Sc,12,Job_143,Backend Developer,"Project Management, Deep Learning, Leadership, Machine Learning",0.7,Shortlisted
Candidate_221,"Experienced professional skilled in Scrum, Leadership, SQL, Project Management, Node.js, React.","Scrum, Leadership, SQL, Project Management, Node.js, React",B.Sc,4,Job_493,Data Scientist,"Python, Deep Learning, React, Communication, Machine Learning",0.28,Rejected
Candidate_739,"Experienced professional skilled in Leadership, Project Management, React, Scrum.","Leadership, Project Management, React, Scrum",B.Tech,13,Job_186,Frontend Developer,"Communication, Leadership, Machine Learning, Scrum",0.7,Shortlisted
Candidate_78,"Experienced professional skilled in React, Project Management, Node.js.","React, Project Management, Node.js",B.Sc,3,Job_344,Machine Learning Engineer,"C++, Communication, Python",0.12,Rejected
Candidate_211,"Experienced professional skilled in Node.js, React, Machine Learning, Deep Learning.","Node.js, React, Machine Learning, Deep Learning",MBA,12,Job_13,Data Scientist,"Machine Learning, Communication, C++, Scrum, React",0.64,Shortlisted
Candidate_266,"Experienced professional skilled in React, Agile, Communication, Machine Learning, Leadership, Scrum.","React, Agile, Communication, Machine Learning, Leadership, Scrum",M.Sc,1,Job_231,Software Engineer,"Java, Communication, Scrum, Project Management",0.34,Rejected
Candidate_151,"Experienced professional skilled in React, Project Management, Python.","React, Project Management, Python",B.Tech,3,Job_206,Data Scientist,"Agile, SQL, Scrum",0.12,Rejected
